date,period,year,quarter,series,region,property_type,pct_1m,pct_12m,pct_3m,index
2022-12-01,2022-12,2022,2022Q4,National - houses,National,Houses,0.2,8.0,0.6,169.3
2022-12-01,2022-12,2022,2022Q4,National excluding Dublin - all residential properties,National excluding Dublin,All residential,0.6,9.1,1.6,188.8
2022-12-01,2022-12,2022,2022Q4,National excluding Dublin - apartments,National excluding Dublin,Apartments,0.9,4.6,0.5,205.0
2022-12-01,2022-12,2022,2022Q4,National excluding Dublin - houses,National excluding Dublin,Houses,0.6,9.4,1.7,187.4
2022-12-01,2022-12,2022,2022Q4,South Dublin - houses,South Dublin,Houses,0.3,10.6,1.6,154.0
2022-12-01,2022-12,2022,2022Q4,South-East - houses,South-East,Houses,-1.0,6.6,-0.9,189.2
2022-12-01,2022-12,2022,2022Q4,South-West - houses,South-West,Houses,0.9,8.8,2.7,187.2
2022-12-01,2022-12,2022,2022Q4,West - houses,West,Houses,1.2,14.5,2.3,221.7
2023-01-01,2023-01,2023,2023Q1,Border - houses,Border,Houses,0.8,9.6,4.0,201.4
2023-01-01,2023-01,2023,2023Q1,Dublin - all residential properties,Dublin,All residential,-1.1,4.3,-1.6,148.3
2023-01-01,2023-01,2023,2023Q1,Dublin - apartments,Dublin,Apartments,-1.0,4.0,-1.2,151.6
2023-01-01,2023-01,2023,2023Q1,Dublin - houses,Dublin,Houses,-1.1,4.4,-1.7,148.1
2023-01-01,2023-01,2023,2023Q1,Dublin City - houses,Dublin City,Houses,-1.8,0.9,-3.3,144.4
2023-01-01,2023-01,2023,2023Q1,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,-1.2,4.1,-2.3,143.9
2023-01-01,2023-01,2023,2023Q1,Fingal - houses,Fingal,Houses,-0.3,6.5,0.0,149.6
2023-01-01,2023-01,2023,2023Q1,Mid-East - houses,Mid-East,Houses,-0.5,7.8,1.3,170.7
2023-01-01,2023-01,2023,2023Q1,Mid-West - houses,Mid-West,Houses,-0.7,5.7,-0.5,186.6
2023-01-01,2023-01,2023,2023Q1,Midland - houses,Midland,Houses,0.8,7.0,0.7,205.0
2023-01-01,2023-01,2023,2023Q1,National - all residential properties,National,All residential,-0.5,6.2,-0.1,167.9
2023-01-01,2023-01,2023,2023Q1,National - apartments,National,Apartments,-0.5,4.3,-0.6,166.5
2023-01-01,2023-01,2023,2023Q1,National - houses,National,Houses,-0.5,6.4,-0.1,168.4
2023-01-01,2023-01,2023,2023Q1,National excluding Dublin - all residential properties,National excluding Dublin,All residential,-0.1,7.6,1.0,188.5
2023-01-01,2023-01,2023,2023Q1,National excluding Dublin - apartments,National excluding Dublin,Apartments,0.6,4.9,0.6,206.1
2023-01-01,2023-01,2023,2023Q1,National excluding Dublin - houses,National excluding Dublin,Houses,-0.2,7.8,1.1,187.1
2023-01-01,2023-01,2023,2023Q1,South Dublin - houses,South Dublin,Houses,-0.5,9.6,0.2,153.2
2023-01-01,2023-01,2023,2023Q1,South-East - houses,South-East,Houses,1.1,7.2,0.2,191.4
2023-01-01,2023-01,2023,2023Q1,South-West - houses,South-West,Houses,-0.5,7.7,1.1,186.3
2023-01-01,2023-01,2023,2023Q1,West - houses,West,Houses,-1.0,9.9,0.9,219.5
2023-02-01,2023-02,2023,2023Q1,Border - houses,Border,Houses,0.9,8.6,3.2,203.2
2023-02-01,2023-02,2023,2023Q1,Dublin - all residential properties,Dublin,All residential,-0.5,3.1,-1.9,147.6
2023-02-01,2023-02,2023,2023Q1,Dublin - apartments,Dublin,Apartments,0.0,3.7,-1.2,151.7
2023-02-01,2023-02,2023,2023Q1,Dublin - houses,Dublin,Houses,-0.7,2.9,-2.1,147.1
2023-02-01,2023-02,2023,2023Q1,Dublin City - houses,Dublin City,Houses,-0.5,-0.5,-3.2,143.6
2023-02-01,2023-02,2023,2023Q1,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,-1.1,1.9,-2.8,142.3
2023-02-01,2023-02,2023,2023Q1,Fingal - houses,Fingal,Houses,-0.5,5.0,-0.7,148.8
2023-02-01,2023-02,2023,2023Q1,Mid-East - houses,Mid-East,Houses,0.2,7.5,0.5,171.0
2023-02-01,2023-02,2023,2023Q1,Mid-West - houses,Mid-West,Houses,-0.9,3.8,-1.0,184.9
2023-02-01,2023-02,2023,2023Q1,Midland - houses,Midland,Houses,1.0,7.1,1.4,207.0
2023-02-01,2023-02,2023,2023Q1,National - all residential properties,National,All residential,-0.3,5.1,-0.6,167.3
2023-02-01,2023-02,2023,2023Q1,National - apartments,National,Apartments,-0.1,3.5,-0.5,166.3
2023-02-01,2023-02,2023,2023Q1,National - houses,National,Houses,-0.3,5.4,-0.7,167.8
2023-02-01,2023-02,2023,2023Q1,National excluding Dublin - all residential properties,National excluding Dublin,All residential,-0.1,6.8,0.4,188.3
2023-02-01,2023-02,2023,2023Q1,National excluding Dublin - apartments,National excluding Dublin,Apartments,-0.5,2.9,1.0,205.1
2023-02-01,2023-02,2023,2023Q1,National excluding Dublin - houses,National excluding Dublin,Houses,-0.1,7.0,0.3,186.9
2023-02-01,2023-02,2023,2023Q1,South Dublin - houses,South Dublin,Houses,-0.3,9.7,-0.5,152.7
2023-02-01,2023-02,2023,2023Q1,South-East - houses,South-East,Houses,-0.3,5.9,-0.2,190.8
2023-02-01,2023-02,2023,2023Q1,South-West - houses,South-West,Houses,-0.3,7.3,0.1,185.7
2023-02-01,2023-02,2023,2023Q1,West - houses,West,Houses,-1.0,8.3,-0.8,217.3
2023-03-01,2023-03,2023,2023Q1,Border - houses,Border,Houses,-0.7,6.9,0.9,201.7
2023-03-01,2023-03,2023,2023Q1,Dublin - all residential properties,Dublin,All residential,-0.8,1.9,-2.4,146.3
2023-03-01,2023-03,2023,2023Q1,Dublin - apartments,Dublin,Apartments,-0.7,2.3,-1.7,150.6
2023-03-01,2023-03,2023,2023Q1,Dublin - houses,Dublin,Houses,-0.8,1.8,-2.6,145.8
2023-03-01,2023-03,2023,2023Q1,Dublin City - houses,Dublin City,Houses,-0.5,-1.4,-2.8,142.9
2023-03-01,2023-03,2023,2023Q1,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,-0.4,1.6,-2.8,141.6
2023-03-01,2023-03,2023,2023Q1,Fingal - houses,Fingal,Houses,-1.4,2.9,-2.2,146.7
2023-03-01,2023-03,2023,2023Q1,Mid-East - houses,Mid-East,Houses,-0.8,6.0,-1.1,169.7
2023-03-01,2023-03,2023,2023Q1,Mid-West - houses,Mid-West,Houses,-1.1,2.2,-2.7,182.9
2023-03-01,2023-03,2023,2023Q1,Midland - houses,Midland,Houses,0.4,7.1,2.2,208.0
2023-03-01,2023-03,2023,2023Q1,National - all residential properties,National,All residential,-0.6,4.0,-1.5,166.3
2023-03-01,2023-03,2023,2023Q1,National - apartments,National,Apartments,-0.6,2.3,-1.2,165.3
2023-03-01,2023-03,2023,2023Q1,National - houses,National,Houses,-0.6,4.2,-1.5,166.8
2023-03-01,2023-03,2023,2023Q1,National excluding Dublin - all residential properties,National excluding Dublin,All residential,-0.5,5.6,-0.7,187.4
2023-03-01,2023-03,2023,2023Q1,National excluding Dublin - apartments,National excluding Dublin,Apartments,-0.3,2.2,-0.2,204.5
2023-03-01,2023-03,2023,2023Q1,National excluding Dublin - houses,National excluding Dublin,Houses,-0.5,5.9,-0.8,186.0
2023-03-01,2023-03,2023,2023Q1,South Dublin - houses,South Dublin,Houses,-1.4,7.6,-2.2,150.6
2023-03-01,2023-03,2023,2023Q1,South-East - houses,South-East,Houses,0.1,5.5,0.9,191.0
2023-03-01,2023-03,2023,2023Q1,South-West - houses,South-West,Houses,0.1,7.0,-0.7,185.8
2023-03-01,2023-03,2023,2023Q1,West - houses,West,Houses,-1.2,5.4,-3.2,214.7
2023-04-01,2023-04,2023,2023Q2,Border - houses,Border,Houses,-1.4,4.1,-1.3,198.9
2023-04-01,2023-04,2023,2023Q2,Dublin - all residential properties,Dublin,All residential,-0.9,0.8,-2.2,145.1
2023-04-01,2023-04,2023,2023Q2,Dublin - apartments,Dublin,Apartments,-0.8,1.2,-1.5,149.4
2023-04-01,2023-04,2023,2023Q2,Dublin - houses,Dublin,Houses,-0.9,0.8,-2.4,144.6
2023-04-01,2023-04,2023,2023Q2,Dublin City - houses,Dublin City,Houses,-0.8,-2.6,-1.8,141.9
2023-04-01,2023-04,2023,2023Q2,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,-1.2,0.8,-2.8,139.9
2023-04-01,2023-04,2023,2023Q2,Fingal - houses,Fingal,Houses,-0.2,3.1,-2.2,146.4
2023-04-01,2023-04,2023,2023Q2,Mid-East - houses,Mid-East,Houses,0.7,6.3,0.0,170.8
2023-04-01,2023-04,2023,2023Q2,Mid-West - houses,Mid-West,Houses,2.6,5.8,0.5,187.6
2023-04-01,2023-04,2023,2023Q2,Midland - houses,Midland,Houses,0.0,6.9,1.4,207.9
2023-04-01,2023-04,2023,2023Q2,National - all residential properties,National,All residential,-0.1,3.5,-1.0,166.1
2023-04-01,2023-04,2023,2023Q2,National - apartments,National,Apartments,-0.3,1.6,-1.0,164.9
2023-04-01,2023-04,2023,2023Q2,National - houses,National,Houses,-0.1,3.8,-1.0,166.7
2023-04-01,2023-04,2023,2023Q2,National excluding Dublin - all residential properties,National excluding Dublin,All residential,0.5,5.6,-0.1,188.3
2023-04-01,2023-04,2023,2023Q2,National excluding Dublin - apartments,National excluding Dublin,Apartments,0.8,2.3,0.0,206.2
2023-04-01,2023-04,2023,2023Q2,National excluding Dublin - houses,National excluding Dublin,Houses,0.5,5.8,-0.1,186.8
2023-04-01,2023-04,2023,2023Q2,South Dublin - houses,South Dublin,Houses,-1.4,5.0,-3.1,148.4
2023-04-01,2023-04,2023,2023Q2,South-East - houses,South-East,Houses,0.5,5.1,0.3,192.0
2023-04-01,2023-04,2023,2023Q2,South-West - houses,South-West,Houses,0.1,5.4,-0.2,185.9
2023-04-01,2023-04,2023,2023Q2,West - houses,West,Houses,0.2,5.9,-2.1,215.0
2023-05-01,2023-05,2023,2023Q2,Border - houses,Border,Houses,0.2,4.6,-1.9,199.2
2023-05-01,2023-05,2023,2023Q2,Dublin - all residential properties,Dublin,All residential,-0.2,-0.1,-1.9,144.8
2023-05-01,2023-05,2023,2023Q2,Dublin - apartments,Dublin,Apartments,-0.1,0.9,-1.6,149.2
2023-05-01,2023-05,2023,2023Q2,Dublin - houses,Dublin,Houses,-0.2,-0.3,-1.9,144.3
2023-05-01,2023-05,2023,2023Q2,Dublin City - houses,Dublin City,Houses,-0.1,-3.4,-1.4,141.7
2023-05-01,2023-05,2023,2023Q2,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,-0.9,-1.3,-2.6,138.6
2023-05-01,2023-05,2023,2023Q2,Fingal - houses,Fingal,Houses,0.2,2.5,-1.5,146.6
2023-05-01,2023-05,2023,2023Q2,Mid-East - houses,Mid-East,Houses,-0.1,5.5,-0.3,170.5
2023-05-01,2023-05,2023,2023Q2,Mid-West - houses,Mid-West,Houses,0.1,4.7,1.6,187.9
2023-05-01,2023-05,2023,2023Q2,Midland - houses,Midland,Houses,-0.2,5.1,0.3,207.6
2023-05-01,2023-05,2023,2023Q2,National - all residential properties,National,All residential,-0.2,2.6,-0.9,165.9
2023-05-01,2023-05,2023,2023Q2,National - apartments,National,Apartments,0.1,1.2,-0.8,165.0
2023-05-01,2023-05,2023,2023Q2,National - houses,National,Houses,-0.2,2.8,-0.9,166.4
2023-05-01,2023-05,2023,2023Q2,National excluding Dublin - all residential properties,National excluding Dublin,All residential,-0.1,4.6,-0.1,188.1
2023-05-01,2023-05,2023,2023Q2,National excluding Dublin - apartments,National excluding Dublin,Apartments,0.5,1.9,1.0,207.2
2023-05-01,2023-05,2023,2023Q2,National excluding Dublin - houses,National excluding Dublin,Houses,-0.2,4.8,-0.2,186.5
2023-05-01,2023-05,2023,2023Q2,South Dublin - houses,South Dublin,Houses,0.2,4.5,-2.6,148.7
2023-05-01,2023-05,2023,2023Q2,South-East - houses,South-East,Houses,-0.2,3.7,0.4,191.6
2023-05-01,2023-05,2023,2023Q2,South-West - houses,South-West,Houses,-1.0,4.1,-0.8,184.1
2023-05-01,2023-05,2023,2023Q2,West - houses,West,Houses,0.9,5.3,-0.1,216.9
2023-06-01,2023-06,2023,2023Q2,Border - houses,Border,Houses,-0.7,3.4,-1.9,197.8
2023-06-01,2023-06,2023,2023Q2,Dublin - all residential properties,Dublin,All residential,0.4,-0.8,-0.7,145.4
2023-06-01,2023-06,2023,2023Q2,Dublin - apartments,Dublin,Apartments,0.0,0.0,-0.8,149.3
2023-06-01,2023-06,2023,2023Q2,Dublin - houses,Dublin,Houses,0.5,-1.0,-0.6,144.9
2023-06-01,2023-06,2023,2023Q2,Dublin City - houses,Dublin City,Houses,0.2,-4.0,-0.7,141.9
2023-06-01,2023-06,2023,2023Q2,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,1.0,-1.9,-1.1,140.0
2023-06-01,2023-06,2023,2023Q2,Fingal - houses,Fingal,Houses,0.6,2.0,0.5,147.5
2023-06-01,2023-06,2023,2023Q2,Mid-East - houses,Mid-East,Houses,0.7,4.7,1.2,171.7
2023-06-01,2023-06,2023,2023Q2,Mid-West - houses,Mid-West,Houses,1.5,5.2,4.3,190.7
2023-06-01,2023-06,2023,2023Q2,Midland - houses,Midland,Houses,-0.2,3.4,-0.4,207.1
2023-06-01,2023-06,2023,2023Q2,National - all residential properties,National,All residential,0.6,2.1,0.3,166.9
2023-06-01,2023-06,2023,2023Q2,National - apartments,National,Apartments,0.2,0.6,0.0,165.3
2023-06-01,2023-06,2023,2023Q2,National - houses,National,Houses,0.6,2.3,0.4,167.4
2023-06-01,2023-06,2023,2023Q2,National excluding Dublin - all residential properties,National excluding Dublin,All residential,0.7,4.4,1.1,189.5
2023-06-01,2023-06,2023,2023Q2,National excluding Dublin - apartments,National excluding Dublin,Apartments,0.5,1.9,1.8,208.2
2023-06-01,2023-06,2023,2023Q2,National excluding Dublin - houses,National excluding Dublin,Houses,0.8,4.6,1.1,187.9
2023-06-01,2023-06,2023,2023Q2,South Dublin - houses,South Dublin,Houses,0.0,2.9,-1.3,148.7
2023-06-01,2023-06,2023,2023Q2,South-East - houses,South-East,Houses,1.7,5.3,2.0,194.8
2023-06-01,2023-06,2023,2023Q2,South-West - houses,South-West,Houses,1.0,4.4,0.1,186.0
2023-06-01,2023-06,2023,2023Q2,West - houses,West,Houses,0.4,4.4,1.5,217.8
2023-07-01,2023-07,2023,2023Q3,Border - houses,Border,Houses,-0.2,2.6,-0.8,197.4
2023-07-01,2023-07,2023,2023Q3,Dublin - all residential properties,Dublin,All residential,0.4,-1.3,0.6,145.9
2023-07-01,2023-07,2023,2023Q3,Dublin - apartments,Dublin,Apartments,0.5,0.1,0.4,150.0
2023-07-01,2023-07,2023,2023Q3,Dublin - houses,Dublin,Houses,0.3,-1.6,0.6,145.4
2023-07-01,2023-07,2023,2023Q3,Dublin City - houses,Dublin City,Houses,0.7,-4.2,0.8,142.9
2023-07-01,2023-07,2023,2023Q3,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,1.0,-2.2,1.1,141.4
2023-07-01,2023-07,2023,2023Q3,Fingal - houses,Fingal,Houses,-0.6,1.2,0.2,146.7
2023-07-01,2023-07,2023,2023Q3,Mid-East - houses,Mid-East,Houses,0.0,3.6,0.5,171.7
2023-07-01,2023-07,2023,2023Q3,Mid-West - houses,Mid-West,Houses,1.8,4.8,3.4,194.0
2023-07-01,2023-07,2023,2023Q3,Midland - houses,Midland,Houses,0.4,2.9,0.0,208.0
2023-07-01,2023-07,2023,2023Q3,National - all residential properties,National,All residential,0.5,1.7,1.0,167.7
2023-07-01,2023-07,2023,2023Q3,National - apartments,National,Apartments,0.4,0.6,0.7,166.0
2023-07-01,2023-07,2023,2023Q3,National - houses,National,Houses,0.5,1.8,1.0,168.3
2023-07-01,2023-07,2023,2023Q3,National excluding Dublin - all residential properties,National excluding Dublin,All residential,0.6,4.0,1.3,190.7
2023-07-01,2023-07,2023,2023Q3,National excluding Dublin - apartments,National excluding Dublin,Apartments,0.2,1.5,1.2,208.6
2023-07-01,2023-07,2023,2023Q3,National excluding Dublin - houses,National excluding Dublin,Houses,0.7,4.1,1.3,189.2
2023-07-01,2023-07,2023,2023Q3,South Dublin - houses,South Dublin,Houses,-0.1,1.3,0.1,148.5
2023-07-01,2023-07,2023,2023Q3,South-East - houses,South-East,Houses,1.3,5.4,2.8,197.3
2023-07-01,2023-07,2023,2023Q3,South-West - houses,South-West,Houses,1.2,5.0,1.2,188.1
2023-07-01,2023-07,2023,2023Q3,West - houses,West,Houses,0.9,3.6,2.2,219.7
2023-08-01,2023-08,2023,2023Q3,Border - houses,Border,Houses,0.3,2.6,-0.7,197.9
2023-08-01,2023-08,2023,2023Q3,Dublin - all residential properties,Dublin,All residential,0.7,-1.8,1.4,146.9
2023-08-01,2023-08,2023,2023Q3,Dublin - apartments,Dublin,Apartments,0.7,-0.2,1.2,151.1
2023-08-01,2023-08,2023,2023Q3,Dublin - houses,Dublin,Houses,0.7,-2.2,1.5,146.4
2023-08-01,2023-08,2023,2023Q3,Dublin City - houses,Dublin City,Houses,0.9,-3.7,1.8,144.3
2023-08-01,2023-08,2023,2023Q3,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,0.1,-4.0,2.1,141.5
2023-08-01,2023-08,2023,2023Q3,Fingal - houses,Fingal,Houses,0.8,0.7,0.9,147.9
2023-08-01,2023-08,2023,2023Q3,Mid-East - houses,Mid-East,Houses,0.4,3.3,1.0,172.3
2023-08-01,2023-08,2023,2023Q3,Mid-West - houses,Mid-West,Houses,0.6,4.1,3.9,195.2
2023-08-01,2023-08,2023,2023Q3,Midland - houses,Midland,Houses,-0.1,1.9,0.1,207.8
2023-08-01,2023-08,2023,2023Q3,National - all residential properties,National,All residential,0.5,1.1,1.6,168.5
2023-08-01,2023-08,2023,2023Q3,National - apartments,National,Apartments,0.8,0.6,1.4,167.3
2023-08-01,2023-08,2023,2023Q3,National - houses,National,Houses,0.4,1.1,1.6,169.0
2023-08-01,2023-08,2023,2023Q3,National excluding Dublin - all residential properties,National excluding Dublin,All residential,0.3,3.3,1.7,191.3
2023-08-01,2023-08,2023,2023Q3,National excluding Dublin - apartments,National excluding Dublin,Apartments,1.0,2.1,1.7,210.7
2023-08-01,2023-08,2023,2023Q3,National excluding Dublin - houses,National excluding Dublin,Houses,0.3,3.4,1.7,189.7
2023-08-01,2023-08,2023,2023Q3,South Dublin - houses,South Dublin,Houses,0.9,0.3,0.8,149.8
2023-08-01,2023-08,2023,2023Q3,South-East - houses,South-East,Houses,-0.1,3.3,2.9,197.1
2023-08-01,2023-08,2023,2023Q3,South-West - houses,South-West,Houses,0.1,4.4,2.3,188.4
2023-08-01,2023-08,2023,2023Q3,West - houses,West,Houses,0.4,2.4,1.7,220.7
2023-09-01,2023-09,2023,2023Q3,Border - houses,Border,Houses,1.4,3.4,1.4,200.5
2023-09-01,2023-09,2023,2023Q3,Dublin - all residential properties,Dublin,All residential,1.0,-1.7,2.0,148.3
2023-09-01,2023-09,2023,2023Q3,Dublin - apartments,Dublin,Apartments,1.0,0.5,2.2,152.5
2023-09-01,2023-09,2023,2023Q3,Dublin - houses,Dublin,Houses,1.0,-2.2,2.0,147.8
2023-09-01,2023-09,2023,2023Q3,Dublin City - houses,Dublin City,Houses,1.1,-3.4,2.7,145.8
2023-09-01,2023-09,2023,2023Q3,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,1.1,-3.5,2.2,143.1
2023-09-01,2023-09,2023,2023Q3,Fingal - houses,Fingal,Houses,0.8,0.2,1.1,149.0
2023-09-01,2023-09,2023,2023Q3,Mid-East - houses,Mid-East,Houses,0.6,3.6,1.0,173.3
2023-09-01,2023-09,2023,2023Q3,Mid-West - houses,Mid-West,Houses,0.8,4.5,3.2,196.8
2023-09-01,2023-09,2023,2023Q3,Midland - houses,Midland,Houses,0.6,2.5,0.9,209.1
2023-09-01,2023-09,2023,2023Q3,National - all residential properties,National,All residential,0.9,1.4,1.9,170.1
2023-09-01,2023-09,2023,2023Q3,National - apartments,National,Apartments,1.0,1.8,2.2,169.0
2023-09-01,2023-09,2023,2023Q3,National - houses,National,Houses,0.9,1.4,1.9,170.6
2023-09-01,2023-09,2023,2023Q3,National excluding Dublin - all residential properties,National excluding Dublin,All residential,0.9,3.9,1.8,193.0
2023-09-01,2023-09,2023,2023Q3,National excluding Dublin - apartments,National excluding Dublin,Apartments,1.2,4.5,2.4,213.1
2023-09-01,2023-09,2023,2023Q3,National excluding Dublin - houses,National excluding Dublin,Houses,0.9,3.8,1.8,191.3
2023-09-01,2023-09,2023,2023Q3,South Dublin - houses,South Dublin,Houses,0.7,-0.4,1.5,150.9
2023-09-01,2023-09,2023,2023Q3,South-East - houses,South-East,Houses,0.8,4.0,2.0,198.7
2023-09-01,2023-09,2023,2023Q3,South-West - houses,South-West,Houses,1.7,5.1,3.0,191.5
2023-09-01,2023-09,2023,2023Q3,West - houses,West,Houses,0.0,1.9,1.4,220.8
2023-10-01,2023-10,2023,2023Q4,Border - houses,Border,Houses,1.4,4.9,3.0,203.3
2023-10-01,2023-10,2023,2023Q4,Dublin - all residential properties,Dublin,All residential,1.1,-0.5,2.8,149.9
2023-10-01,2023-10,2023,2023Q4,Dublin - apartments,Dublin,Apartments,0.1,-0.4,1.8,152.8
2023-10-01,2023-10,2023,2023Q4,Dublin - houses,Dublin,Houses,1.3,-0.6,3.0,149.8
2023-10-01,2023-10,2023,2023Q4,Dublin City - houses,Dublin City,Houses,1.2,-1.2,3.2,147.6
2023-10-01,2023-10,2023,2023Q4,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,1.4,-1.5,2.6,145.1
2023-10-01,2023-10,2023,2023Q4,Fingal - houses,Fingal,Houses,1.4,1.1,3.1,151.2
2023-10-01,2023-10,2023,2023Q4,Mid-East - houses,Mid-East,Houses,0.9,3.8,1.9,174.9
2023-10-01,2023-10,2023,2023Q4,Mid-West - houses,Mid-West,Houses,1.2,6.2,2.6,199.0
2023-10-01,2023-10,2023,2023Q4,Midland - houses,Midland,Houses,0.7,3.5,1.2,210.6
2023-10-01,2023-10,2023,2023Q4,National - all residential properties,National,All residential,1.0,2.3,2.5,171.9
2023-10-01,2023-10,2023,2023Q4,National - apartments,National,Apartments,0.4,1.4,2.3,169.8
2023-10-01,2023-10,2023,2023Q4,National - houses,National,Houses,1.1,2.4,2.5,172.5
2023-10-01,2023-10,2023,2023Q4,National excluding Dublin - all residential properties,National excluding Dublin,All residential,1.0,4.5,2.2,194.9
2023-10-01,2023-10,2023,2023Q4,National excluding Dublin - apartments,National excluding Dublin,Apartments,1.0,5.1,3.2,215.3
2023-10-01,2023-10,2023,2023Q4,National excluding Dublin - houses,National excluding Dublin,Houses,1.0,4.4,2.1,193.3
2023-10-01,2023-10,2023,2023Q4,South Dublin - houses,South Dublin,Houses,1.3,0.0,3.0,152.9
2023-10-01,2023-10,2023,2023Q4,South-East - houses,South-East,Houses,0.8,4.9,1.5,200.3
2023-10-01,2023-10,2023,2023Q4,South-West - houses,South-West,Houses,0.7,4.7,2.6,192.9
2023-10-01,2023-10,2023,2023Q4,West - houses,West,Houses,2.0,3.5,2.5,225.1
2023-11-01,2023-11,2023,2023Q4,Border - houses,Border,Houses,1.3,4.6,4.1,206.0
2023-11-01,2023-11,2023,2023Q4,Dublin - all residential properties,Dublin,All residential,1.2,0.9,3.3,151.8
2023-11-01,2023-11,2023,2023Q4,Dublin - apartments,Dublin,Apartments,1.3,0.8,2.5,154.8
2023-11-01,2023-11,2023,2023Q4,Dublin - houses,Dublin,Houses,1.2,0.9,3.5,151.6
2023-11-01,2023-11,2023,2023Q4,Dublin City - houses,Dublin City,Houses,1.1,0.5,3.4,149.1
2023-11-01,2023-11,2023,2023Q4,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,1.1,0.2,3.6,146.7
2023-11-01,2023-11,2023,2023Q4,Fingal - houses,Fingal,Houses,1.3,2.2,3.5,153.1
2023-11-01,2023-11,2023,2023Q4,Mid-East - houses,Mid-East,Houses,1.1,3.9,2.6,176.8
2023-11-01,2023-11,2023,2023Q4,Mid-West - houses,Mid-West,Houses,1.2,7.8,3.2,201.4
2023-11-01,2023-11,2023,2023Q4,Midland - houses,Midland,Houses,0.7,3.9,2.1,212.1
2023-11-01,2023-11,2023,2023Q4,National - all residential properties,National,All residential,1.0,3.0,3.0,173.5
2023-11-01,2023-11,2023,2023Q4,National - apartments,National,Apartments,1.3,2.9,2.8,171.9
2023-11-01,2023-11,2023,2023Q4,National - houses,National,Houses,0.9,3.1,3.0,174.1
2023-11-01,2023-11,2023,2023Q4,National excluding Dublin - all residential properties,National excluding Dublin,All residential,0.8,4.7,2.7,196.4
